PLT_ID,TRAIT,DATE,QUALITY,ENTRY_CODE,ENTRY_NAME,COMP,RATER,ROW,COL,PLOC_CODE,YEAR,MONTH,RATING_EVENT,RATING_EVENT_CODE,MONTH_CODE,YEAR_CODE,TEST_LOC
283,Turf Quality,3/1/18,4,83,Dublin (PST-K15-157),Pure Seed Testing Inc.,GLM,8,10,171,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
359,Turf Quality,3/1/18,5,50,DLFPS-340/3446,DLF Pickseed USA,GLM,14,14,236,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
351,Turf Quality,3/1/18,5,89,PST-T14-39,Pure Seed Testing Inc.,GLM,15,13,228,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
347,Turf Quality,3/1/18,5,60,DLFPS-340/3550,DLF Pickseed USA,GLM,11,13,225,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
131,Turf Quality,3/1/18,5,88,Midnight,Standard,GLM,6,2,31,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
265,Turf Quality,3/1/18,5,65,A16-7,Mountain View Seeds,GLM,11,9,154,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
277,Turf Quality,3/1/18,5,77,Prosperity,Blue Mt. Seeds Inc.,GLM,14,10,166,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
388,Turf Quality,3/1/18,5,75,A15-6,Peak Plant Genetics,GLM,16,15,265,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
213,Turf Quality,3/1/18,6,13,KH3492,Pennington Seed,GLM,6,6,102,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
190,Turf Quality,3/1/18,4,54,DLFPS-340/3500,DLF Pickseed USA,GLM,18,5,89,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
308,Turf Quality,3/1/18,4,13,KH3492,Pennington Seed,GLM,8,11,186,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
313,Turf Quality,3/1/18,5,86,New Moon (PST-K15-177),Pure Seed Testing Inc.,GLM,13,11,191,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
149,Turf Quality,3/1/18,5,51,DLFPS-340/3556,DLF Pickseed USA,GLM,13,3,49,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
251,Turf Quality,3/1/18,5,51,DLFPS-340/3556,DLF Pickseed USA,GLM,4,8,140,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
170,Turf Quality,3/1/18,4,86,New Moon (PST-K15-177),Pure Seed Testing Inc.,GLM,3,4,70,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
332,Turf Quality,3/1/18,5,51,DLFPS-340/3556,DLF Pickseed USA,GLM,5,12,210,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
150,Turf Quality,3/1/18,5,74,PPG-KB 1304,ProSeeds Marketing,GLM,14,3,50,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
148,Turf Quality,3/1/18,5,13,KH3492,Pennington Seed,GLM,12,3,48,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
275,Turf Quality,3/1/18,5,75,A15-6,Peak Plant Genetics,GLM,16,10,164,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
365,Turf Quality,3/1/18,5,21,BAR PP 7309V,Barenbrug Research,GLM,8,14,242,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
329,Turf Quality,3/1/18,5,74,PPG-KB 1304,ProSeeds Marketing,GLM,8,12,207,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
151,Turf Quality,3/1/18,5,36,NAI-14-128,Columbia River Seed,GLM,15,3,51,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
221,Turf Quality,3/1/18,6,21,BAR PP 7309V,Barenbrug Research,GLM,3,7,110,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
236,Turf Quality,3/1/18,4,36,NAI-14-128,Columbia River Seed,GLM,18,7,125,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
362,Turf Quality,3/1/18,4,36,NAI-14-128,Columbia River Seed,GLM,11,14,239,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
152,Turf Quality,3/1/18,6,64,A16-1,Mountain View Seeds,GLM,16,3,52,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
103,Turf Quality,3/1/18,5,75,A15-6,Peak Plant Genetics,GLM,3,1,3,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
169,Turf Quality,3/1/18,5,21,BAR PP 7309V,Barenbrug Research,GLM,4,4,69,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
264,Turf Quality,3/1/18,6,64,A16-1,Mountain View Seeds,GLM,10,9,153,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
274,Turf Quality,3/1/18,5,74,PPG-KB 1304,ProSeeds Marketing,GLM,17,10,163,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
171,Turf Quality,3/1/18,5,57,DLFPS-340/3548,DLF Pickseed USA,GLM,2,4,71,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
352,Turf Quality,3/1/18,5,61,DLFPS-340/3551,DLF Pickseed USA,GLM,16,13,229,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
261,Turf Quality,3/1/18,5,61,DLFPS-340/3551,DLF Pickseed USA,GLM,7,9,150,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
323,Turf Quality,3/1/18,6,27,Barserati (BAR PP 110358),Barenbrug Research,GLM,14,12,201,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
354,Turf Quality,3/1/18,5,77,Prosperity,Blue Mt. Seeds Inc.,GLM,18,13,231,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
173,Turf Quality,3/1/18,5,65,A16-7,Mountain View Seeds,GLM,1,5,73,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
143,Turf Quality,3/1/18,5,42,Aviator II (NAI-15-84),Columbia River Seed,GLM,7,3,43,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
242,Turf Quality,3/1/18,5,42,Aviator II (NAI-15-84),Columbia River Seed,GLM,13,8,131,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
384,Turf Quality,3/1/18,5,67,A11-26,Mountain View Seeds,GLM,12,15,261,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
376,Turf Quality,3/1/18,4,42,Aviator II (NAI-15-84),Columbia River Seed,GLM,4,15,253,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
260,Turf Quality,3/1/18,5,60,DLFPS-340/3550,DLF Pickseed USA,GLM,6,9,149,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
144,Turf Quality,3/1/18,5,7,Selway,Seeds Inc.,GLM,8,3,44,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
207,Turf Quality,3/1/18,5,7,Selway,Seeds Inc.,GLM,12,6,96,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
267,Turf Quality,3/1/18,5,67,A11-26,Mountain View Seeds,GLM,13,9,156,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
312,Turf Quality,3/1/18,5,7,Selway,Seeds Inc.,GLM,12,11,190,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
145,Turf Quality,3/1/18,5,69,A11-38,Peak Plant Genetics,GLM,9,3,45,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
172,Turf Quality,3/1/18,5,67,A11-26,Mountain View Seeds,GLM,1,4,72,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
269,Turf Quality,3/1/18,5,69,A11-38,Peak Plant Genetics,GLM,15,9,158,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
368,Turf Quality,3/1/18,5,69,A11-38,Peak Plant Genetics,GLM,5,14,245,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
146,Turf Quality,3/1/18,5,70,PPG-KB 1131,Mountain View Seeds,GLM,10,3,46,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
104,Turf Quality,3/1/18,5,60,DLFPS-340/3550,DLF Pickseed USA,GLM,4,1,4,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
306,Turf Quality,3/1/18,5,57,DLFPS-340/3548,DLF Pickseed USA,GLM,6,11,184,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
270,Turf Quality,3/1/18,5,70,PPG-KB 1131,Mountain View Seeds,GLM,16,9,159,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
382,Turf Quality,3/1/18,5,70,PPG-KB 1131,Mountain View Seeds,GLM,10,15,259,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
257,Turf Quality,3/1/18,5,57,DLFPS-340/3548,DLF Pickseed USA,GLM,3,9,146,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
147,Turf Quality,3/1/18,5,61,DLFPS-340/3551,DLF Pickseed USA,GLM,11,3,47,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
142,Turf Quality,3/1/18,5,77,Prosperity,Blue Mt. Seeds Inc.,GLM,6,3,42,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
320,Turf Quality,3/1/18,6,64,A16-1,Mountain View Seeds,GLM,17,12,198,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
346,Turf Quality,3/1/18,5,68,PPG-KB 1320,Mountain View Seeds,GLM,10,13,224,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
363,Turf Quality,3/1/18,5,16,J-1138,Jacklin Seed by Simplot,GLM,10,14,240,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
255,Turf Quality,3/1/18,4,55,DLFPS-340/3438,DLF Pickseed USA,GLM,1,9,144,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
316,Turf Quality,3/1/18,4,55,DLFPS-340/3438,DLF Pickseed USA,GLM,16,11,194,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
185,Turf Quality,3/1/18,5,43,Pivot,Columbia River Seed,GLM,13,5,84,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
116,Turf Quality,3/1/18,5,17,J-1319,Jacklin Seed by Simplot,GLM,16,1,16,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
217,Turf Quality,3/1/18,5,17,J-1319,Jacklin Seed by Simplot,GLM,2,6,106,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
350,Turf Quality,3/1/18,4,17,J-1319,Jacklin Seed by Simplot,GLM,14,13,227,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
374,Turf Quality,3/1/18,4,52,DLFPS-340/3553,DLF Pickseed USA,GLM,2,15,251,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
328,Turf Quality,3/1/18,5,83,Dublin (PST-K15-157),Pure Seed Testing Inc.,GLM,9,12,206,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
117,Turf Quality,3/1/18,5,46,Bombay (GO-22B23),Grassland Oregon,GLM,17,1,17,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
246,Turf Quality,3/1/18,5,46,Bombay (GO-22B23),Grassland Oregon,GLM,9,8,135,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
243,Turf Quality,3/1/18,5,43,Pivot,Columbia River Seed,GLM,12,8,132,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
184,Turf Quality,3/1/18,5,83,Dublin (PST-K15-157),Pure Seed Testing Inc.,GLM,12,5,83,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
118,Turf Quality,3/1/18,5,40,Finish Line (NAI-14-178),Columbia River Seed,GLM,18,1,18,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
240,Turf Quality,3/1/18,5,40,Finish Line (NAI-14-178),Columbia River Seed,GLM,15,8,129,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
348,Turf Quality,3/1/18,4,30,Twilight (NAI-13-132),SiteOne Landscape Supply,GLM,12,13,226,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
389,Turf Quality,3/1/18,5,40,Finish Line (NAI-14-178),Columbia River Seed,GLM,17,15,266,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
252,Turf Quality,3/1/18,5,52,DLFPS-340/3553,DLF Pickseed USA,GLM,3,8,141,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
119,Turf Quality,3/1/18,5,38,Amaze (NAI-14-133),Columbia River Seed,GLM,18,2,19,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
188,Turf Quality,3/1/18,5,23,Barvette HGT®,Standard,GLM,16,5,87,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
230,Turf Quality,3/1/18,4,30,Twilight (NAI-13-132),SiteOne Landscape Supply,GLM,12,7,119,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
238,Turf Quality,3/1/18,5,38,Amaze (NAI-14-133),Columbia River Seed,GLM,17,8,127,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
303,Turf Quality,3/1/18,4,38,Amaze (NAI-14-133),Columbia River Seed,GLM,3,11,181,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
353,Turf Quality,3/1/18,5,46,Bombay (GO-22B23),Grassland Oregon,GLM,17,13,230,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
115,Turf Quality,3/1/18,5,55,DLFPS-340/3438,DLF Pickseed USA,GLM,15,1,15,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
109,Turf Quality,3/1/18,5,76,A16-17,Peak Plant Genetics,GLM,9,1,9,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
370,Turf Quality,3/1/18,4,20,BAR PP 71213,Barenbrug Research,GLM,3,14,247,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
203,Turf Quality,3/1/18,5,3,A99-2897,Turf Merchants Inc.,GLM,16,6,92,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
110,Turf Quality,3/1/18,5,6,RAD 553,Seeds Inc.,GLM,10,1,10,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
206,Turf Quality,3/1/18,5,6,RAD 553,Seeds Inc.,GLM,13,6,95,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
367,Turf Quality,3/1/18,5,6,RAD 553,Seeds Inc.,GLM,6,14,244,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
331,Turf Quality,3/1/18,4,76,A16-17,Peak Plant Genetics,GLM,6,12,209,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
187,Turf Quality,3/1/18,5,3,A99-2897,Turf Merchants Inc.,GLM,15,5,86,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
111,Turf Quality,3/1/18,5,19,NuRush (J-3510),Jacklin Seed by Simplot,GLM,11,1,11,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
219,Turf Quality,3/1/18,5,19,NuRush (J-3510),Jacklin Seed by Simplot,GLM,1,7,108,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
327,Turf Quality,3/1/18,5,19,NuRush (J-3510),Jacklin Seed by Simplot,GLM,10,12,205,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
319,Turf Quality,3/1/18,5,73,A16-2,The Scotts Company,GLM,18,12,197,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
112,Turf Quality,3/1/18,5,32,Blue Gem (NAI-13-9),Columbia River Seed,GLM,12,1,12,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
232,Turf Quality,3/1/18,4,32,Blue Gem (NAI-13-9),Columbia River Seed,GLM,14,7,121,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
273,Turf Quality,3/1/18,5,73,A16-2,The Scotts Company,GLM,18,10,162,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
301,Turf Quality,3/1/18,4,32,Blue Gem (NAI-13-9),Columbia River Seed,GLM,1,11,179,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
276,Turf Quality,3/1/18,6,76,A16-17,Peak Plant Genetics,GLM,15,10,165,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
113,Turf Quality,3/1/18,5,31,NAI-15-80,SiteOne Landscape Supply,GLM,13,1,13,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
373,Turf Quality,3/1/18,4,3,A99-2897,Turf Merchants Inc.,GLM,1,15,250,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
231,Turf Quality,3/1/18,4,31,NAI-15-80,SiteOne Landscape Supply,GLM,13,7,120,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
186,Turf Quality,3/1/18,4,73,A16-2,The Scotts Company,GLM,14,5,85,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
314,Turf Quality,3/1/18,5,31,NAI-15-80,SiteOne Landscape Supply,GLM,14,11,192,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
114,Turf Quality,3/1/18,5,20,BAR PP 71213,Barenbrug Research,GLM,14,1,14,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
390,Turf Quality,3/1/18,5,43,Pivot,Columbia River Seed,GLM,18,15,267,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
220,Turf Quality,3/1/18,5,20,BAR PP 71213,Barenbrug Research,GLM,2,7,109,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
120,Turf Quality,3/1/18,5,84,PST-11-7,DLF Pickseed USA,GLM,17,2,20,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
215,Turf Quality,3/1/18,5,15,After Midnight,Jacklin Seed by Simplot,GLM,4,6,104,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
183,Turf Quality,3/1/18,5,30,Twilight (NAI-13-132),SiteOne Landscape Supply,GLM,11,5,82,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
344,Turf Quality,3/1/18,5,84,PST-11-7,DLF Pickseed USA,GLM,8,13,222,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
126,Turf Quality,3/1/18,5,34,NAI-14-122,Columbia River Seed,GLM,11,2,26,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
234,Turf Quality,3/1/18,5,34,NAI-14-122,Columbia River Seed,GLM,16,7,123,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
107,Turf Quality,3/1/18,4,26,BAR PP 79494,Barenbrug Research,GLM,7,1,7,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
248,Turf Quality,3/1/18,5,48,Cloud (GO-2425),Grassland Oregon,GLM,7,8,137,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
310,Turf Quality,3/1/18,5,34,NAI-14-122,Columbia River Seed,GLM,10,11,188,2018,Mar,GLM-2018-03-01,1,7,1,"Raleigh, NC"
