entry_name,entry_name_code,date,adj_day_of_year,quality,row,col,plt_id,test_loc
BAR PP 7236V,20,2020-10-15,288,4,16,1,240,"Adelphia, NJ"
BAR PP 7236V,20,2020-10-23,296,4,16,1,240,"Adelphia, NJ"
BAR PP 7236V,20,2021-03-30,89,5,16,1,240,"Adelphia, NJ"
BAR PP 7236V,20,2021-04-22,112,7,16,1,240,"Adelphia, NJ"
BAR PP 7236V,20,2021-05-28,148,5,16,1,240,"Adelphia, NJ"
BAR PP 7236V,20,2021-06-11,162,5,16,1,240,"Adelphia, NJ"
BAR PP 7236V,20,2021-07-13,194,5,16,1,240,"Adelphia, NJ"
BAR PP 7236V,20,2021-08-11,223,6,16,1,240,"Adelphia, NJ"
BAR PP 7236V,20,2021-09-17,260,6,16,1,240,"Adelphia, NJ"
BAR PP 7236V,20,2021-10-13,286,4,16,1,240,"Adelphia, NJ"
BAR PP 7236V,20,2021-11-18,322,6,16,1,240,"Adelphia, NJ"
DLFPS-340/3455,38,2018-04-18,108,6,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2018-05-10,130,7,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2018-06-07,158,4,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2018-07-17,198,5,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2018-08-15,227,5,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2018-09-12,255,4,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2018-10-02,275,4,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2018-11-09,313,4,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2019-04-17,107,4,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2019-05-02,122,4,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2019-06-13,164,4,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2019-06-17,168,5,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2019-07-17,198,5,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2019-08-22,234,3,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2019-09-16,259,2,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2019-10-10,283,2,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2019-11-01,305,3,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2020-04-28,118,4,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2020-05-18,138,6,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2020-06-17,168,3,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2020-07-15,196,4,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2020-08-06,218,6,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2020-09-02,245,2,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2020-10-15,288,1,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2020-11-05,309,2,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2020-10-15,288,1,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2020-10-23,296,1,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2021-03-30,89,2,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2021-04-22,112,2,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2021-05-28,148,3,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2021-06-11,162,4,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2021-07-13,194,5,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2021-08-11,223,5,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2021-09-17,260,3,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2021-10-13,286,2,15,1,211,"Adelphia, NJ"
DLFPS-340/3455,38,2021-11-18,322,4,15,1,211,"Adelphia, NJ"
A15-6,7,2018-04-18,108,3,14,1,210,"Adelphia, NJ"
A15-6,7,2018-05-10,130,4,14,1,210,"Adelphia, NJ"
A15-6,7,2018-06-07,158,4,14,1,210,"Adelphia, NJ"
A15-6,7,2018-07-17,198,5,14,1,210,"Adelphia, NJ"
A15-6,7,2018-08-15,227,3,14,1,210,"Adelphia, NJ"
A15-6,7,2018-09-12,255,4,14,1,210,"Adelphia, NJ"
A15-6,7,2018-10-02,275,4,14,1,210,"Adelphia, NJ"
A15-6,7,2018-11-09,313,5,14,1,210,"Adelphia, NJ"
A15-6,7,2019-04-17,107,4,14,1,210,"Adelphia, NJ"
A15-6,7,2019-05-02,122,4,14,1,210,"Adelphia, NJ"
A15-6,7,2019-06-13,164,5,14,1,210,"Adelphia, NJ"
A15-6,7,2019-06-17,168,4,14,1,210,"Adelphia, NJ"
A15-6,7,2019-07-17,198,4,14,1,210,"Adelphia, NJ"
A15-6,7,2019-08-22,234,5,14,1,210,"Adelphia, NJ"
A15-6,7,2019-09-16,259,6,14,1,210,"Adelphia, NJ"
A15-6,7,2019-10-10,283,6,14,1,210,"Adelphia, NJ"
A15-6,7,2019-11-01,305,6,14,1,210,"Adelphia, NJ"
A15-6,7,2020-04-28,118,5,14,1,210,"Adelphia, NJ"
A15-6,7,2020-05-18,138,6,14,1,210,"Adelphia, NJ"
A15-6,7,2020-06-17,168,5,14,1,210,"Adelphia, NJ"
A15-6,7,2020-07-15,196,5,14,1,210,"Adelphia, NJ"
A15-6,7,2020-08-06,218,8,14,1,210,"Adelphia, NJ"
A15-6,7,2020-09-02,245,5,14,1,210,"Adelphia, NJ"
A15-6,7,2020-10-15,288,3,14,1,210,"Adelphia, NJ"
A15-6,7,2020-11-05,309,4,14,1,210,"Adelphia, NJ"
A15-6,7,2020-10-15,288,4,14,1,210,"Adelphia, NJ"
A15-6,7,2020-10-23,296,4,14,1,210,"Adelphia, NJ"
A15-6,7,2021-03-30,89,4,14,1,210,"Adelphia, NJ"
A15-6,7,2021-04-22,112,7,14,1,210,"Adelphia, NJ"
A15-6,7,2021-05-28,148,4,14,1,210,"Adelphia, NJ"
A15-6,7,2021-06-11,162,5,14,1,210,"Adelphia, NJ"
A15-6,7,2021-07-13,194,7,14,1,210,"Adelphia, NJ"
A15-6,7,2021-08-11,223,5,14,1,210,"Adelphia, NJ"
A15-6,7,2021-09-17,260,5,14,1,210,"Adelphia, NJ"
A15-6,7,2021-10-13,286,5,14,1,210,"Adelphia, NJ"
A15-6,7,2021-11-18,322,5,14,1,210,"Adelphia, NJ"
NAI-15-80,63,2018-04-18,108,3,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2018-05-10,130,6,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2018-06-07,158,5,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2018-07-17,198,6,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2018-08-15,227,6,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2018-09-12,255,4,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2018-10-02,275,5,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2018-11-09,313,3,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2019-04-17,107,3,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2019-05-02,122,2,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2019-06-13,164,5,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2019-06-17,168,6,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2019-07-17,198,5,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2019-08-22,234,4,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2019-09-16,259,6,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2019-10-10,283,3,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2019-11-01,305,5,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2020-04-28,118,5,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2020-05-18,138,5,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2020-06-17,168,4,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2020-07-15,196,5,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2020-08-06,218,7,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2020-09-02,245,4,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2020-10-15,288,3,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2020-11-05,309,4,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2020-10-15,288,2,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2020-10-23,296,3,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2021-03-30,89,2,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2021-04-22,112,3,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2021-05-28,148,5,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2021-06-11,162,5,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2021-07-13,194,8,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2021-08-11,223,6,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2021-09-17,260,7,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2021-10-13,286,6,13,1,181,"Adelphia, NJ"
NAI-15-80,63,2021-11-18,322,5,13,1,181,"Adelphia, NJ"
BAR PP 79366,22,2018-04-18,108,4,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2018-05-10,130,6,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2018-06-07,158,8,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2018-07-17,198,6,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2018-08-15,227,6,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2018-09-12,255,7,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2018-10-02,275,8,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2018-11-09,313,7,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2019-04-17,107,4,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2019-05-02,122,7,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2019-06-13,164,8,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2019-06-17,168,7,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2019-07-17,198,5,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2019-08-22,234,7,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2019-09-16,259,8,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2019-10-10,283,8,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2019-11-01,305,8,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2020-04-28,118,7,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2020-05-18,138,8,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2020-06-17,168,8,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2020-07-15,196,5,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2020-08-06,218,6,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2020-09-02,245,5,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2020-10-15,288,5,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2020-11-05,309,5,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2020-10-15,288,4,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2020-10-23,296,4,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2021-03-30,89,4,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2021-04-22,112,8,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2021-05-28,148,5,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2021-06-11,162,8,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2021-07-13,194,8,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2021-08-11,223,8,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2021-09-17,260,8,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2021-10-13,286,7,11,1,151,"Adelphia, NJ"
BAR PP 79366,22,2021-11-18,322,6,11,1,151,"Adelphia, NJ"
A11-38,3,2018-04-18,108,3,10,1,150,"Adelphia, NJ"
A11-38,3,2018-05-10,130,4,10,1,150,"Adelphia, NJ"
A11-38,3,2018-06-07,158,4,10,1,150,"Adelphia, NJ"
A11-38,3,2018-07-17,198,6,10,1,150,"Adelphia, NJ"
A11-38,3,2018-08-15,227,6,10,1,150,"Adelphia, NJ"
A11-38,3,2018-09-12,255,4,10,1,150,"Adelphia, NJ"
A11-38,3,2018-10-02,275,3,10,1,150,"Adelphia, NJ"
A11-38,3,2018-11-09,313,3,10,1,150,"Adelphia, NJ"
A11-38,3,2019-04-17,107,3,10,1,150,"Adelphia, NJ"
A11-38,3,2019-05-02,122,3,10,1,150,"Adelphia, NJ"
A11-38,3,2019-06-13,164,4,10,1,150,"Adelphia, NJ"
A11-38,3,2019-06-17,168,4,10,1,150,"Adelphia, NJ"
A11-38,3,2019-07-17,198,5,10,1,150,"Adelphia, NJ"
A11-38,3,2019-08-22,234,3,10,1,150,"Adelphia, NJ"
A11-38,3,2019-09-16,259,3,10,1,150,"Adelphia, NJ"
A11-38,3,2019-10-10,283,2,10,1,150,"Adelphia, NJ"
A11-38,3,2019-11-01,305,3,10,1,150,"Adelphia, NJ"
A11-38,3,2020-04-28,118,4,10,1,150,"Adelphia, NJ"
A11-38,3,2020-05-18,138,5,10,1,150,"Adelphia, NJ"
A11-38,3,2020-06-17,168,3,10,1,150,"Adelphia, NJ"
A11-38,3,2020-07-15,196,5,10,1,150,"Adelphia, NJ"
A11-38,3,2020-08-06,218,5,10,1,150,"Adelphia, NJ"
A11-38,3,2020-09-02,245,3,10,1,150,"Adelphia, NJ"
A11-38,3,2020-10-15,288,1,10,1,150,"Adelphia, NJ"
A11-38,3,2020-11-05,309,1,10,1,150,"Adelphia, NJ"
A11-38,3,2020-10-15,288,1,10,1,150,"Adelphia, NJ"
A11-38,3,2020-10-23,296,1,10,1,150,"Adelphia, NJ"
A11-38,3,2021-03-30,89,1,10,1,150,"Adelphia, NJ"
A11-38,3,2021-04-22,112,1,10,1,150,"Adelphia, NJ"
A11-38,3,2021-05-28,148,1,10,1,150,"Adelphia, NJ"
A11-38,3,2021-06-11,162,3,10,1,150,"Adelphia, NJ"
A11-38,3,2021-07-13,194,6,10,1,150,"Adelphia, NJ"
A11-38,3,2021-08-11,223,5,10,1,150,"Adelphia, NJ"
A11-38,3,2021-09-17,260,2,10,1,150,"Adelphia, NJ"
A11-38,3,2021-10-13,286,1,10,1,150,"Adelphia, NJ"
A11-38,3,2021-11-18,322,4,10,1,150,"Adelphia, NJ"
Yellowstone (A12-7),88,2018-04-18,108,4,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2018-05-10,130,6,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2018-06-07,158,6,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2018-07-17,198,6,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2018-08-15,227,7,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2018-09-12,255,6,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2018-10-02,275,6,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2018-11-09,313,5,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2019-04-17,107,5,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2019-05-02,122,5,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2019-06-13,164,6,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2019-06-17,168,5,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2019-07-17,198,6,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2019-08-22,234,4,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2019-09-16,259,5,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2019-10-10,283,6,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2019-11-01,305,5,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2020-04-28,118,5,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2020-05-18,138,6,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2020-06-17,168,4,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2020-07-15,196,3,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2020-08-06,218,4,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2020-09-02,245,3,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2020-10-15,288,1,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2020-11-05,309,2,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2020-10-15,288,2,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2020-10-23,296,1,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2021-03-30,89,1,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2021-04-22,112,2,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2021-05-28,148,2,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2021-06-11,162,3,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2021-07-13,194,4,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2021-08-11,223,3,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2021-09-17,260,3,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2021-10-13,286,2,9,1,121,"Adelphia, NJ"
Yellowstone (A12-7),88,2021-11-18,322,3,9,1,121,"Adelphia, NJ"
MVS-130,58,2018-04-18,108,3,8,1,120,"Adelphia, NJ"
MVS-130,58,2018-05-10,130,4,8,1,120,"Adelphia, NJ"
MVS-130,58,2018-06-07,158,7,8,1,120,"Adelphia, NJ"
MVS-130,58,2018-07-17,198,5,8,1,120,"Adelphia, NJ"
MVS-130,58,2018-08-15,227,7,8,1,120,"Adelphia, NJ"
MVS-130,58,2018-09-12,255,5,8,1,120,"Adelphia, NJ"
MVS-130,58,2018-10-02,275,6,8,1,120,"Adelphia, NJ"
MVS-130,58,2018-11-09,313,4,8,1,120,"Adelphia, NJ"
MVS-130,58,2019-04-17,107,3,8,1,120,"Adelphia, NJ"
MVS-130,58,2019-05-02,122,4,8,1,120,"Adelphia, NJ"
MVS-130,58,2019-06-13,164,5,8,1,120,"Adelphia, NJ"
MVS-130,58,2019-06-17,168,5,8,1,120,"Adelphia, NJ"
MVS-130,58,2019-07-17,198,5,8,1,120,"Adelphia, NJ"
MVS-130,58,2019-08-22,234,4,8,1,120,"Adelphia, NJ"
MVS-130,58,2019-09-16,259,4,8,1,120,"Adelphia, NJ"
MVS-130,58,2019-10-10,283,3,8,1,120,"Adelphia, NJ"
MVS-130,58,2019-11-01,305,3,8,1,120,"Adelphia, NJ"
MVS-130,58,2020-04-28,118,4,8,1,120,"Adelphia, NJ"
MVS-130,58,2020-05-18,138,4,8,1,120,"Adelphia, NJ"
MVS-130,58,2020-06-17,168,4,8,1,120,"Adelphia, NJ"
MVS-130,58,2020-07-15,196,6,8,1,120,"Adelphia, NJ"
MVS-130,58,2020-08-06,218,5,8,1,120,"Adelphia, NJ"
MVS-130,58,2020-09-02,245,4,8,1,120,"Adelphia, NJ"
MVS-130,58,2020-10-15,288,2,8,1,120,"Adelphia, NJ"
MVS-130,58,2020-11-05,309,2,8,1,120,"Adelphia, NJ"
MVS-130,58,2020-10-15,288,3,8,1,120,"Adelphia, NJ"
MVS-130,58,2020-10-23,296,2,8,1,120,"Adelphia, NJ"
MVS-130,58,2021-03-30,89,2,8,1,120,"Adelphia, NJ"
MVS-130,58,2021-04-22,112,3,8,1,120,"Adelphia, NJ"
MVS-130,58,2021-05-28,148,3,8,1,120,"Adelphia, NJ"
MVS-130,58,2021-06-11,162,5,8,1,120,"Adelphia, NJ"
MVS-130,58,2021-07-13,194,5,8,1,120,"Adelphia, NJ"
MVS-130,58,2021-08-11,223,4,8,1,120,"Adelphia, NJ"
MVS-130,58,2021-09-17,260,3,8,1,120,"Adelphia, NJ"
MVS-130,58,2021-10-13,286,1,8,1,120,"Adelphia, NJ"
MVS-130,58,2021-11-18,322,4,8,1,120,"Adelphia, NJ"
NAI-15-80,63,2018-04-18,108,3,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2018-05-10,130,5,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2018-06-07,158,6,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2018-07-17,198,5,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2018-08-15,227,8,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2018-09-12,255,4,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2018-10-02,275,5,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2018-11-09,313,5,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2019-04-17,107,4,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2019-05-02,122,4,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2019-06-13,164,5,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2019-06-17,168,5,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2019-07-17,198,5,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2019-08-22,234,4,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2019-09-16,259,4,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2019-10-10,283,3,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2019-11-01,305,4,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2020-04-28,118,6,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2020-05-18,138,4,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2020-06-17,168,5,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2020-07-15,196,4,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2020-08-06,218,5,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2020-09-02,245,3,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2020-10-15,288,2,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2020-11-05,309,3,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2020-10-15,288,3,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2020-10-23,296,3,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2021-03-30,89,2,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2021-04-22,112,3,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2021-05-28,148,2,7,1,91,"Adelphia, NJ"
NAI-15-80,63,2021-06-11,162,3,7,1,91,"Adelphia, NJ"
