RATING_EVENT_CODE,BETA,PLOC_CODE,PLOC_EFF,ENTRY_CODE,ENTRY_EFF,THETA,QUALITY
5,0.8,8,-0.31144285013168976,9,-1.1810685201432427,-1.4925113702749324,2
2,-0.4,8,-0.04576660271236366,9,-1.1810685201432427,-1.2268351228556065,3
4,0.40000000000000013,8,-0.662619989094078,9,-1.1810685201432427,-1.8436885092373207,4
3,0.0,8,-0.0928425275149618,9,-1.1810685201432427,-1.2739110476582045,3
2,-0.4,8,0.15331902575126932,9,-1.1810685201432427,-1.0277494943919734,3
4,0.40000000000000013,8,-0.6993525489879072,9,-1.1810685201432427,-1.8804210691311498,5
1,-0.8,8,-0.016371222258950602,9,-1.1810685201432427,-1.1974397424021932,5
5,0.8,8,-0.3074056465469247,9,-1.1810685201432427,-1.4884741666901675,1
1,-0.8,8,-0.10847480762316394,9,-1.1810685201432427,-1.2895433277664066,3
4,0.40000000000000013,8,-0.3897290818608513,9,-1.1810685201432427,-1.570797602004094,3
3,0.0,8,-0.15097318079271227,9,-1.1810685201432427,-1.3320417009359549,1
3,0.0,8,-0.2440831989764266,9,-1.1810685201432427,-1.4251517191196692,1
5,0.8,8,-0.22287385626500647,9,-1.1810685201432427,-1.4039423764082493,2
1,-0.8,8,-0.10381272428646188,9,-1.1810685201432427,-1.2848812444297046,3
3,0.0,8,-0.26854795350380267,9,-1.1810685201432427,-1.4496164736470454,4
2,-0.4,8,-0.1155786035201047,9,-1.1810685201432427,-1.2966471236633474,4
1,-0.8,8,-0.4729515627223831,9,-1.1810685201432427,-1.6540200828656257,7
1,-0.8,8,-0.17765457897398582,9,-1.1810685201432427,-1.3587230991172285,3
4,0.40000000000000013,8,0.06728679665273296,9,-1.1810685201432427,-1.1137817234905096,2
1,-0.8,8,-0.7610511854210035,9,-1.1810685201432427,-1.942119705564246,3
2,-0.4,8,0.0710392151652246,9,-1.1810685201432427,-1.110029304978018,4
1,-0.8,8,-0.06983089233170581,9,-1.1810685201432427,-1.2508994124749484,3
1,-0.8,8,-0.13239471192526586,9,-1.1810685201432427,-1.3134632320685085,6
4,0.40000000000000013,8,-0.26614009651582177,9,-1.1810685201432427,-1.4472086166590645,3
4,0.40000000000000013,8,-0.18627740289704045,9,-1.1810685201432427,-1.3673459230402831,2
5,0.8,8,-0.18099842603721292,9,-1.1810685201432427,-1.3620669461804555,2
2,-0.4,8,-0.7184650190376234,9,-1.1810685201432427,-1.899533539180866,4
2,-0.4,8,-0.09800754875779837,9,-1.1810685201432427,-1.279076068901041,4
1,-0.8,8,0.12338908059171216,9,-1.1810685201432427,-1.0576794395515305,4
5,0.8,8,-0.29195648762720305,9,-1.1810685201432427,-1.4730250077704459,2
4,0.40000000000000013,8,0.4974335592404395,9,-1.1810685201432427,-0.6836349609028032,4
3,0.0,8,-0.3697568645152848,9,-1.1810685201432427,-1.5508253846585274,2
4,0.40000000000000013,8,-0.5259984577828577,9,-1.1810685201432427,-1.7070669779261003,2
3,0.0,8,-0.13267245345130255,9,-1.1810685201432427,-1.3137409735945453,2
3,0.0,8,-0.5539784259589147,9,-1.1810685201432427,-1.7350469461021574,5
3,0.0,8,0.4198047760387421,9,-1.1810685201432427,-0.7612637441045006,4
1,-0.8,8,-0.24853620414110303,9,-1.1810685201432427,-1.4296047242843457,5
2,-0.4,8,0.04352006298800207,9,-1.1810685201432427,-1.1375484571552406,4
1,-0.8,8,-0.2074752832384386,9,-1.1810685201432427,-1.3885438033816813,4
3,0.0,8,-0.49264708461843526,9,-1.1810685201432427,-1.673715604761678,3
5,0.8,8,-0.7174868976003831,9,-1.1810685201432427,-1.898555417743626,1
1,-0.8,8,0.13327182599230075,9,-1.1810685201432427,-1.047796694150942,6
1,-0.8,8,-0.5075107311744984,9,-1.1810685201432427,-1.6885792513177411,3
3,0.0,8,-0.16222647098201798,9,-1.1810685201432427,-1.3432949911252607,2
4,0.40000000000000013,8,-0.11477344038021153,9,-1.1810685201432427,-1.2958419605234544,2
2,-0.4,8,-0.5059843616613985,9,-1.1810685201432427,-1.6870528818046413,2
4,0.40000000000000013,8,0.12194526860851701,9,-1.1810685201432427,-1.0591232515347258,3
5,0.8,8,-0.35513928323634286,9,-1.1810685201432427,-1.5362078033795856,1
5,0.8,8,-0.2092668545574943,9,-1.1810685201432427,-1.390335374700737,4
5,0.8,8,0.23736221920909134,9,-1.1810685201432427,-0.9437063009341513,4
1,-0.8,8,-0.27237921508897633,9,-1.1810685201432427,-1.453447735232219,5
1,-0.8,8,-0.7860072139600552,9,-1.1810685201432427,-1.967075734103298,5
5,0.8,8,-0.025050710609561988,9,-1.1810685201432427,-1.2061192307528046,2
1,-0.8,8,-0.3985105242529558,9,-1.1810685201432427,-1.5795790443961986,4
2,-0.4,15,-0.6201386614851965,9,-1.1810685201432427,-1.8012071816284392,1
1,-0.8,15,-0.07617604028890884,9,-1.1810685201432427,-1.2572445604321516,4
3,0.0,15,-0.3684182302657979,9,-1.1810685201432427,-1.5494867504090406,3
5,0.8,15,-0.07066113791796896,9,-1.1810685201432427,-1.2517296580612116,2
5,0.8,15,-0.07966366893660415,9,-1.1810685201432427,-1.2607321890798469,1
4,0.40000000000000013,15,-0.13136120655716002,9,-1.1810685201432427,-1.3124297267004028,2
5,0.8,15,-0.40657637157827764,9,-1.1810685201432427,-1.5876448917215202,1
2,-0.4,15,-0.41641021055950384,9,-1.1810685201432427,-1.5974787307027465,2
4,0.40000000000000013,15,-0.8397908295457761,9,-1.1810685201432427,-2.020859349689019,3
3,0.0,15,-0.5332798453183198,9,-1.1810685201432427,-1.7143483654615626,1
2,-0.4,15,0.21277204346476775,9,-1.1810685201432427,-0.968296476678475,4
4,0.40000000000000013,15,-0.7498177119703806,9,-1.1810685201432427,-1.9308862321136233,1
1,-0.8,15,-0.10505243494194638,9,-1.1810685201432427,-1.286120955085189,6
5,0.8,15,-0.2074510855195708,9,-1.1810685201432427,-1.3885196056628135,3
1,-0.8,15,-0.23168110895536628,9,-1.1810685201432427,-1.412749629098609,5
4,0.40000000000000013,15,-0.2877128911785023,9,-1.1810685201432427,-1.468781411321745,3
3,0.0,15,-0.25030423082100706,9,-1.1810685201432427,-1.4313727509642498,4
3,0.0,15,-0.3819196112701059,9,-1.1810685201432427,-1.5629881314133485,1
5,0.8,15,-0.32113738631421623,9,-1.1810685201432427,-1.5022059064574589,2
1,-0.8,15,-0.34635857877842635,9,-1.1810685201432427,-1.527427098921669,4
3,0.0,15,-0.4832081352836852,9,-1.1810685201432427,-1.664276655426928,4
2,-0.4,15,-0.38019568567035084,9,-1.1810685201432427,-1.5612642058135935,2
1,-0.8,15,-0.1602774808038518,9,-1.1810685201432427,-1.3413460009470946,3
1,-0.8,15,-0.5997723582046031,9,-1.1810685201432427,-1.7808408783478458,3
4,0.40000000000000013,15,-0.1610706496987122,9,-1.1810685201432427,-1.342139169841955,1
1,-0.8,15,-0.517286851247245,9,-1.1810685201432427,-1.6983553713904878,6
2,-0.4,15,-0.0803445314341786,9,-1.1810685201432427,-1.2614130515774213,3
1,-0.8,15,-0.20312453251158907,9,-1.1810685201432427,-1.3841930526548318,1
1,-0.8,15,0.08325443109594377,9,-1.1810685201432427,-1.097814089047299,6
4,0.40000000000000013,15,-0.21787501061408213,9,-1.1810685201432427,-1.3989435307573248,4
4,0.40000000000000013,15,-0.36220826602544487,9,-1.1810685201432427,-1.5432767861686876,2
5,0.8,15,-0.427065918270472,9,-1.1810685201432427,-1.6081344384137148,1
2,-0.4,15,-0.49279892593323443,9,-1.1810685201432427,-1.673867446076477,1
2,-0.4,15,-0.2262420396161614,9,-1.1810685201432427,-1.407310559759404,3
1,-0.8,15,-0.35945850371471766,9,-1.1810685201432427,-1.5405270238579605,3
5,0.8,15,-0.18264004634051273,9,-1.1810685201432427,-1.3637085664837554,3
4,0.40000000000000013,15,-0.40395057480613494,9,-1.1810685201432427,-1.5850190949493776,3
3,0.0,15,-0.2164923738311645,9,-1.1810685201432427,-1.3975608939744073,2
4,0.40000000000000013,15,-0.1277349425768227,9,-1.1810685201432427,-1.3088034627200653,3
3,0.0,15,0.045999678004168376,9,-1.1810685201432427,-1.1350688421390744,3
3,0.0,15,-0.37440638467556764,9,-1.1810685201432427,-1.5554749048188103,4
3,0.0,15,-0.158206463446789,9,-1.1810685201432427,-1.3392749835900317,4
1,-0.8,15,-0.11620046826118596,9,-1.1810685201432427,-1.2972689884044286,6
2,-0.4,15,-0.08081351502752207,9,-1.1810685201432427,-1.2618820351707647,3
1,-0.8,15,-0.2548965135745608,9,-1.1810685201432427,-1.4359650337178036,5
3,0.0,15,-0.13582047932931665,9,-1.1810685201432427,-1.3168889994725594,3
5,0.8,15,-0.5863166002144966,9,-1.1810685201432427,-1.7673851203577393,1
1,-0.8,15,-0.45924896961329975,9,-1.1810685201432427,-1.6403174897565425,5
1,-0.8,15,-0.6841145040189337,9,-1.1810685201432427,-1.8651830241621763,2
3,0.0,15,-0.15157041452167214,9,-1.1810685201432427,-1.3326389346649148,4
4,0.40000000000000013,15,-0.04218140336915693,9,-1.1810685201432427,-1.2232499235123997,1
2,-0.4,15,-0.4177211981667106,9,-1.1810685201432427,-1.5987897183099533,4
4,0.40000000000000013,15,-0.3722491897953054,9,-1.1810685201432427,-1.5533177099385482,3
5,0.8,15,0.23721112201023253,9,-1.1810685201432427,-0.9438573981330102,2
5,0.8,15,-0.17729308953085787,9,-1.1810685201432427,-1.3583616096741005,2
5,0.8,15,-0.12369355712613536,9,-1.1810685201432427,-1.304762077269378,3
1,-0.8,15,-0.023662652436922615,9,-1.1810685201432427,-1.2047311725801653,4
1,-0.8,15,-0.3861204019241742,9,-1.1810685201432427,-1.567188922067417,5
5,0.8,15,-0.3089627905674942,9,-1.1810685201432427,-1.4900313107107368,1
1,-0.8,15,-0.6673647590957128,9,-1.1810685201432427,-1.8484332792389555,4
2,-0.4,2,0.09182244371055943,6,0.9356852681527366,1.027507711863296,8
1,-0.8,2,-0.1621728044072845,6,0.9356852681527366,0.773512463745452,9
3,0.0,2,0.20270354384088926,6,0.9356852681527366,1.1383888119936258,8
5,0.8,2,0.14556392042497673,6,0.9356852681527366,1.0812491885777133,5
5,0.8,2,0.031858707034455924,6,0.9356852681527366,0.9675439751871925,4
4,0.40000000000000013,2,-0.109375124239978,6,0.9356852681527366,0.8263101439127586,4
5,0.8,2,0.21229049614550446,6,0.9356852681527366,1.147975764298241,5
2,-0.4,2,0.20758209405954922,6,0.9356852681527366,1.1432673622122858,6
4,0.40000000000000013,2,0.15053202259946108,6,0.9356852681527366,1.0862172907521976,7
3,0.0,2,-0.049897553605947234,6,0.9356852681527366,0.8857877145467893,4
2,-0.4,2,0.3039505807001502,6,0.9356852681527366,1.2396358488528867,7
4,0.40000000000000013,2,-0.5196682858087276,6,0.9356852681527366,0.41601698234400897,7
1,-0.8,2,-0.1218364580375622,6,0.9356852681527366,0.8138488101151744,9
5,0.8,2,-0.3025372814593226,6,0.9356852681527366,0.633147986693414,4
1,-0.8,2,-0.09939457920255347,6,0.9356852681527366,0.8362906889501831,9
4,0.40000000000000013,2,0.13756093001961475,6,0.9356852681527366,1.0732461981723513,5
3,0.0,2,0.10791603138196845,6,0.9356852681527366,1.043601299534705,6
3,0.0,2,0.005968959458627798,6,0.9356852681527366,0.9416542276113644,8
5,0.8,2,0.05110105120588414,6,0.9356852681527366,0.9867863193586207,5
1,-0.8,2,0.09317650335865008,6,0.9356852681527366,1.0288617715113866,9
3,0.0,2,0.033851103069557395,6,0.9356852681527366,0.969536371222294,8
2,-0.4,2,-0.328072749174086,6,0.9356852681527366,0.6076125189786505,8
1,-0.8,2,-0.17191094165017368,6,0.9356852681527366,0.7637743265025629,7
1,-0.8,2,-0.008048164071161577,6,0.9356852681527366,0.927637104081575,7
4,0.40000000000000013,2,-0.11815602674978797,6,0.9356852681527366,0.8175292414029486,5
1,-0.8,2,-0.39148491949848097,6,0.9356852681527366,0.5442003486542556,7
2,-0.4,2,-0.004756374075623272,6,0.9356852681527366,0.9309288940771133,8
1,-0.8,2,-0.09359568162429902,6,0.9356852681527366,0.8420895865284376,9
1,-0.8,2,0.0757521153704842,6,0.9356852681527366,1.0114373835232207,8
4,0.40000000000000013,2,-0.23470413924917954,6,0.9356852681527366,0.700981128903557,5
4,0.40000000000000013,2,0.48001360447949104,6,0.9356852681527366,1.4156988726322277,6
5,0.8,2,-0.274227705283522,6,0.9356852681527366,0.6614575628692145,4
2,-0.4,2,-0.2579655397553665,6,0.9356852681527366,0.67771972839737,7
2,-0.4,2,0.231180759065235,6,0.9356852681527366,1.1668660272179716,8
1,-0.8,2,0.41265084096139054,6,0.9356852681527366,1.348336109114127,7
5,0.8,2,0.2103827132695625,6,0.9356852681527366,1.1460679814222992,5
4,0.40000000000000013,2,0.1390552050213152,6,0.9356852681527366,1.0747404731740517,7
3,0.0,2,-0.26008216940336343,6,0.9356852681527366,0.6756030987493731,6
4,0.40000000000000013,2,0.30053519492041225,6,0.9356852681527366,1.2362204630731488,7
3,0.0,2,-0.22247065693510462,6,0.9356852681527366,0.713214611217632,6
3,0.0,2,-0.3861750301311263,6,0.9356852681527366,0.5495102380216103,6
3,0.0,2,0.06228565302560951,6,0.9356852681527366,0.9979709211783461,7
1,-0.8,2,0.40624122050019507,6,0.9356852681527366,1.3419264886529316,9
2,-0.4,2,0.0775125969511862,6,0.9356852681527366,1.0131978651039228,8
1,-0.8,2,-0.09590323934145396,6,0.9356852681527366,0.8397820288112826,8
3,0.0,2,-0.29374687632462,6,0.9356852681527366,0.6419383918281165,5
5,0.8,2,0.12314673593501013,6,0.9356852681527366,1.0588320040877468,6
1,-0.8,2,0.2704067178370777,6,0.9356852681527366,1.2060919859898143,8
1,-0.8,2,0.18521496691031214,6,0.9356852681527366,1.1209002350630488,9
3,0.0,2,0.16965147244652423,6,0.9356852681527366,1.105336740599261,7
4,0.40000000000000013,2,-0.2899020409810339,6,0.9356852681527366,0.6457832271717027,5
2,-0.4,2,-0.06655608983640354,6,0.9356852681527366,0.8691291783163331,5
4,0.40000000000000013,2,-0.15427568828038693,6,0.9356852681527366,0.7814095798723496,5
5,0.8,2,-0.0006581352115425342,6,0.9356852681527366,0.935027132941194,7
5,0.8,2,-0.029817984492907144,6,0.9356852681527366,0.9058672836598294,9
5,0.8,2,0.0034047774920736573,6,0.9356852681527366,0.9390900456448102,6
1,-0.8,2,0.08000777062399028,6,0.9356852681527366,1.015693038776727,4
1,-0.8,2,-0.26452104465406656,6,0.9356852681527366,0.67116422349867,9
5,0.8,2,-0.2801630403810422,6,0.9356852681527366,0.6555222277716943,6
1,-0.8,2,0.1813164637359576,6,0.9356852681527366,1.1170017318886942,8
2,-0.4,17,-0.6394175113331941,6,0.9356852681527366,0.2962677568195424,6
1,-0.8,17,0.013580067010863395,6,0.9356852681527366,0.9492653351636,7
3,0.0,17,-0.31950145941067293,6,0.9356852681527366,0.6161838087420637,4
5,0.8,17,-0.028483292725607207,6,0.9356852681527366,0.9072019754271293,4
5,0.8,17,-0.39677542761226636,6,0.9356852681527366,0.5389098405404702,6
4,0.40000000000000013,17,-0.4389423645458709,6,0.9356852681527366,0.4967429036068657,3
5,0.8,17,-0.8157152990332511,6,0.9356852681527366,0.11996996911948543,4
2,-0.4,17,-0.37520605237254706,6,0.9356852681527366,0.5604792157801894,7
4,0.40000000000000013,17,-0.33700602536093377,6,0.9356852681527366,0.5986792427918028,4
3,0.0,17,-0.20840044499238208,6,0.9356852681527366,0.7272848231603545,7
2,-0.4,17,0.057236788642690994,6,0.9356852681527366,0.9929220567954276,8
4,0.40000000000000013,17,-0.08088300311286986,6,0.9356852681527366,0.8548022650398667,6
1,-0.8,17,0.05145264518570786,6,0.9356852681527366,0.9871379133384444,7
5,0.8,17,-0.18600973090715456,6,0.9356852681527366,0.749675537245582,5
1,-0.8,17,-0.15103774680312665,6,0.9356852681527366,0.7846475213496099,8
4,0.40000000000000013,17,-0.3767888233483841,6,0.9356852681527366,0.5588964448043525,5
3,0.0,17,-0.21885618500009693,6,0.9356852681527366,0.7168290831526396,9
3,0.0,17,-0.24311967861286826,6,0.9356852681527366,0.6925655895398684,7
5,0.8,17,-0.7332962370080521,6,0.9356852681527366,0.20238903114468443,6
1,-0.8,17,-0.33223485290175286,6,0.9356852681527366,0.6034504152509836,6
3,0.0,17,-0.06832287787053926,6,0.9356852681527366,0.8673623902821973,7
2,-0.4,17,-0.6330822808633413,6,0.9356852681527366,0.3026029872893953,5
1,-0.8,17,-0.5799624747709579,6,0.9356852681527366,0.3557227933817787,9
1,-0.8,17,-0.581064696858745,6,0.9356852681527366,0.3546205712939916,7
4,0.40000000000000013,17,-0.7219889814278753,6,0.9356852681527366,0.2136962867248613,8
1,-0.8,17,-0.08896421455446274,6,0.9356852681527366,0.8467210535982739,8
2,-0.4,17,-0.46040844925724633,6,0.9356852681527366,0.4752768188954902,8
1,-0.8,17,-0.09058421482825585,6,0.9356852681527366,0.8451010533244807,5
1,-0.8,17,0.1915967018309087,6,0.9356852681527366,1.1272819699836454,8
4,0.40000000000000013,17,-0.40828111152814145,6,0.9356852681527366,0.527404156624595,6
4,0.40000000000000013,17,-0.25841615708644794,6,0.9356852681527366,0.6772691110662886,5
5,0.8,17,-0.5210999469820348,6,0.9356852681527366,0.4145853211707018,4
2,-0.4,17,-0.027657916727018617,6,0.9356852681527366,0.908027351425718,6
2,-0.4,17,-0.40759515315123324,6,0.9356852681527366,0.5280901150015034,8
1,-0.8,17,-0.545459519757981,6,0.9356852681527366,0.39022574839475554,4
5,0.8,17,-0.3340667822455696,6,0.9356852681527366,0.6016184859071669,5
4,0.40000000000000013,17,-0.12963090381458076,6,0.9356852681527366,0.8060543643381558,7
3,0.0,17,-0.5039026764277669,6,0.9356852681527366,0.4317825917249697,7
4,0.40000000000000013,17,0.020830278278193004,6,0.9356852681527366,0.9565155464309296,6
3,0.0,17,-0.09357566908450168,6,0.9356852681527366,0.8421095990682349,7
3,0.0,17,-0.4465997630091846,6,0.9356852681527366,0.489085505143552,6
3,0.0,17,-0.388135858722297,6,0.9356852681527366,0.5475494094304396,5
1,-0.8,17,-0.1738315737527682,6,0.9356852681527366,0.7618536943999683,8
2,-0.4,17,-0.3363261611712163,6,0.9356852681527366,0.5993591069815203,7
1,-0.8,17,-0.30056624353749856,6,0.9356852681527366,0.6351190246152381,9
3,0.0,17,-0.2875433218238553,6,0.9356852681527366,0.6481419463288813,6
5,0.8,17,-0.36419359557507097,6,0.9356852681527366,0.5714916725776655,6
1,-0.8,17,-0.33821553378486635,6,0.9356852681527366,0.5974697343678702,8
1,-0.8,17,-0.44769852329657245,6,0.9356852681527366,0.4879867448561641,8
3,0.0,17,-0.18507963264296995,6,0.9356852681527366,0.7506056355097666,6
4,0.40000000000000013,17,-0.16085794291130806,6,0.9356852681527366,0.7748273252414285,5
2,-0.4,17,-0.16368157688901275,6,0.9356852681527366,0.7720036912637238,7
4,0.40000000000000013,17,-0.2856398809564747,6,0.9356852681527366,0.6500453871962619,3
5,0.8,17,0.034038556222120764,6,0.9356852681527366,0.9697238243748574,4
5,0.8,17,-0.12095321964279826,6,0.9356852681527366,0.8147320485099383,7
5,0.8,17,-0.35730971247619014,6,0.9356852681527366,0.5783755556765464,3
1,-0.8,17,-0.15697638488015064,6,0.9356852681527366,0.7787088832725859,8
1,-0.8,17,0.07959282139088142,6,0.9356852681527366,1.015278089543618,8
5,0.8,17,-0.3253430000514131,6,0.9356852681527366,0.6103422681013235,5
1,-0.8,17,-0.5825511032395163,6,0.9356852681527366,0.35313416491322025,8
2,-0.4,29,-0.45801636656945677,6,0.9356852681527366,0.4776689015832798,7
1,-0.8,29,-0.1053195371293015,6,0.9356852681527366,0.830365731023435,8
3,0.0,29,-0.5953497524740196,6,0.9356852681527366,0.340335515678717,8
5,0.8,29,-0.2871958598764457,6,0.9356852681527366,0.6484894082762909,4
5,0.8,29,-0.17116784541404728,6,0.9356852681527366,0.7645174227386893,1
4,0.40000000000000013,29,-0.3374684774342783,6,0.9356852681527366,0.5982167907184582,6
5,0.8,29,-0.14626110060932562,6,0.9356852681527366,0.7894241675434109,5
2,-0.4,29,0.161304829516688,6,0.9356852681527366,1.0969900976694245,8
4,0.40000000000000013,29,0.00545171770487235,6,0.9356852681527366,0.9411369858576089,6
3,0.0,29,-1.072153903389565,6,0.9356852681527366,-0.1364686352368285,2
2,-0.4,29,-0.12021128500502615,6,0.9356852681527366,0.8154739831477105,7
4,0.40000000000000013,29,-0.0987854669963026,6,0.9356852681527366,0.8368998011564339,5
1,-0.8,29,-0.3784971330945814,6,0.9356852681527366,0.5571881350581551,7
5,0.8,29,-0.09234391581558957,6,0.9356852681527366,0.843341352337147,5
1,-0.8,29,-0.43357302717251234,6,0.9356852681527366,0.5021122409802242,9
4,0.40000000000000013,29,-0.47817088507540384,6,0.9356852681527366,0.4575143830773327,5
3,0.0,29,-0.2592046065006151,6,0.9356852681527366,0.6764806616521215,5
3,0.0,29,-0.3197849483925026,6,0.9356852681527366,0.615900319760234,7
5,0.8,29,-0.2728465472977467,6,0.9356852681527366,0.6628387208549898,5
1,-0.8,29,-0.3437295279150344,6,0.9356852681527366,0.5919557402377021,6
3,0.0,29,-0.2864347352433223,6,0.9356852681527366,0.6492505329094143,7
2,-0.4,29,-0.7876485384773699,6,0.9356852681527366,0.14803672967536663,4
1,-0.8,29,-0.2954307473862125,6,0.9356852681527366,0.640254520766524,5
1,-0.8,29,-0.32970485911384506,6,0.9356852681527366,0.6059804090388915,8
4,0.40000000000000013,29,-0.5852964904215978,6,0.9356852681527366,0.35038877773113875,6
1,-0.8,29,-0.12838517044337794,6,0.9356852681527366,0.8073000977093586,9
2,-0.4,29,-0.1334225671398718,6,0.9356852681527366,0.8022627010128648,7
1,-0.8,29,0.13655867584364373,6,0.9356852681527366,1.0722439439963802,7
1,-0.8,29,0.13916800980601912,6,0.9356852681527366,1.0748532779587556,8
4,0.40000000000000013,29,-0.12653340303972777,6,0.9356852681527366,0.8091518651130087,5
